,county,fips,state
1236,"Alpena County, Michigan",26007,Michigan
1237,"Antrim County, Michigan",26009,Michigan
1238,"Arenac County, Michigan",26011,Michigan
1239,"Baraga County, Michigan",26013,Michigan
1240,"Barry County, Michigan",26015,Michigan
1241,"Bay County, Michigan",26017,Michigan
1242,"Benzie County, Michigan",26019,Michigan
1243,"Berrien County, Michigan",26021,Michigan
1244,"Branch County, Michigan",26023,Michigan
1245,"Calhoun County, Michigan",26025,Michigan
1246,"Cass County, Michigan",26027,Michigan
1247,"Charlevoix County, Michigan",26029,Michigan
1248,"Cheboygan County, Michigan",26031,Michigan
1249,"Chippewa County, Michigan",26033,Michigan
1250,"Clare County, Michigan",26035,Michigan
1251,"Clinton County, Michigan",26037,Michigan
1252,"Crawford County, Michigan",26039,Michigan
1253,"Delta County, Michigan",26041,Michigan
1254,"Dickinson County, Michigan",26043,Michigan
1255,"Eaton County, Michigan",26045,Michigan
1256,"Emmet County, Michigan",26047,Michigan
1257,"Genesee County, Michigan",26049,Michigan
1258,"Gladwin County, Michigan",26051,Michigan
1259,"Gogebic County, Michigan",26053,Michigan
1260,"Grand Traverse County, Michigan",26055,Michigan
1261,"Gratiot County, Michigan",26057,Michigan
1262,"Hillsdale County, Michigan",26059,Michigan
1263,"Houghton County, Michigan",26061,Michigan
1264,"Huron County, Michigan",26063,Michigan
1265,"Ingham County, Michigan",26065,Michigan
1266,"Ionia County, Michigan",26067,Michigan
1267,"Iosco County, Michigan",26069,Michigan
1268,"Iron County, Michigan",26071,Michigan
1269,"Isabella County, Michigan",26073,Michigan
1270,"Jackson County, Michigan",26075,Michigan
1271,"Kalamazoo County, Michigan",26077,Michigan
1272,"Kalkaska County, Michigan",26079,Michigan
1273,"Kent County, Michigan",26081,Michigan
1274,"Keweenaw County, Michigan",26083,Michigan
1275,"Lake County, Michigan",26085,Michigan
1276,"Lapeer County, Michigan",26087,Michigan
1277,"Leelanau County, Michigan",26089,Michigan
1278,"Lenawee County, Michigan",26091,Michigan
1279,"Livingston County, Michigan",26093,Michigan
1280,"Luce County, Michigan",26095,Michigan
1281,"Mackinac County, Michigan",26097,Michigan
1282,"Macomb County, Michigan",26099,Michigan
1283,"Manistee County, Michigan",26101,Michigan
1284,"Marquette County, Michigan",26103,Michigan
1285,"Mason County, Michigan",26105,Michigan
1286,"Mecosta County, Michigan",26107,Michigan
1287,"Menominee County, Michigan",26109,Michigan
1288,"Midland County, Michigan",26111,Michigan
1289,"Missaukee County, Michigan",26113,Michigan
1290,"Monroe County, Michigan",26115,Michigan
1291,"Montcalm County, Michigan",26117,Michigan
1292,"Montmorency County, Michigan",26119,Michigan
1293,"Muskegon County, Michigan",26121,Michigan
1294,"Newaygo County, Michigan",26123,Michigan
1295,"Oakland County, Michigan",26125,Michigan
1296,"Oceana County, Michigan",26127,Michigan
1297,"Ogemaw County, Michigan",26129,Michigan
1298,"Ontonagon County, Michigan",26131,Michigan
1299,"Osceola County, Michigan",26133,Michigan
1300,"Oscoda County, Michigan",26135,Michigan
1301,"Otsego County, Michigan",26137,Michigan
1302,"Ottawa County, Michigan",26139,Michigan
1303,"Presque Isle County, Michigan",26141,Michigan
1304,"Roscommon County, Michigan",26143,Michigan
1305,"Saginaw County, Michigan",26145,Michigan
1306,"St. Clair County, Michigan",26147,Michigan
1307,"St. Joseph County, Michigan",26149,Michigan
1308,"Sanilac County, Michigan",26151,Michigan
1309,"Schoolcraft County, Michigan",26153,Michigan
1310,"Shiawassee County, Michigan",26155,Michigan
1311,"Tuscola County, Michigan",26157,Michigan
1312,"Van Buren County, Michigan",26159,Michigan
1313,"Washtenaw County, Michigan",26161,Michigan
1314,"Wayne County, Michigan",26163,Michigan
1315,"Wexford County, Michigan",26165,Michigan
1316,"Aitkin County, Minnesota",27001,Minnesota
1317,"Anoka County, Minnesota",27003,Minnesota
1318,"Becker County, Minnesota",27005,Minnesota
1319,"Beltrami County, Minnesota",27007,Minnesota
1320,"Benton County, Minnesota",27009,Minnesota
1321,"Big Stone County, Minnesota",27011,Minnesota
1322,"Blue Earth County, Minnesota",27013,Minnesota
1323,"Brown County, Minnesota",27015,Minnesota
1324,"Carlton County, Minnesota",27017,Minnesota
1325,"Carver County, Minnesota",27019,Minnesota
1326,"Cass County, Minnesota",27021,Minnesota
1327,"Chippewa County, Minnesota",27023,Minnesota
1328,"Chisago County, Minnesota",27025,Minnesota
1329,"Clay County, Minnesota",27027,Minnesota
1330,"Clearwater County, Minnesota",27029,Minnesota
1331,"Cook County, Minnesota",27031,Minnesota
1332,"Cottonwood County, Minnesota",27033,Minnesota
1333,"Crow Wing County, Minnesota",27035,Minnesota
1334,"Dakota County, Minnesota",27037,Minnesota
1335,"Dodge County, Minnesota",27039,Minnesota
1336,"Douglas County, Minnesota",27041,Minnesota
1337,"Faribault County, Minnesota",27043,Minnesota
1338,"Fillmore County, Minnesota",27045,Minnesota
1339,"Freeborn County, Minnesota",27047,Minnesota
1340,"Goodhue County, Minnesota",27049,Minnesota
1341,"Grant County, Minnesota",27051,Minnesota
1342,"Hennepin County, Minnesota",27053,Minnesota
1343,"Houston County, Minnesota",27055,Minnesota
1344,"Hubbard County, Minnesota",27057,Minnesota
1345,"Isanti County, Minnesota",27059,Minnesota
1346,"Itasca County, Minnesota",27061,Minnesota
1347,"Jackson County, Minnesota",27063,Minnesota
1348,"Kanabec County, Minnesota",27065,Minnesota
1349,"Kandiyohi County, Minnesota",27067,Minnesota
1350,"Kittson County, Minnesota",27069,Minnesota
1351,"Koochiching County, Minnesota",27071,Minnesota
1352,"Lac qui Parle County, Minnesota",27073,Minnesota
1353,"Lake County, Minnesota",27075,Minnesota
1354,"Lake of the Woods County, Minnesota",27077,Minnesota
1355,"Le Sueur County, Minnesota",27079,Minnesota
1356,"Lincoln County, Minnesota",27081,Minnesota
1357,"Lyon County, Minnesota",27083,Minnesota
1358,"McLeod County, Minnesota",27085,Minnesota
1359,"Mahnomen County, Minnesota",27087,Minnesota
1360,"Marshall County, Minnesota",27089,Minnesota
1361,"Martin County, Minnesota",27091,Minnesota
1362,"Meeker County, Minnesota",27093,Minnesota
1363,"Mille Lacs County, Minnesota",27095,Minnesota
1364,"Morrison County, Minnesota",27097,Minnesota
1365,"Mower County, Minnesota",27099,Minnesota
1366,"Murray County, Minnesota",27101,Minnesota
1367,"Nicollet County, Minnesota",27103,Minnesota
1368,"Nobles County, Minnesota",27105,Minnesota
1369,"Norman County, Minnesota",27107,Minnesota
1370,"Olmsted County, Minnesota",27109,Minnesota
1371,"Otter Tail County, Minnesota",27111,Minnesota
1372,"Pennington County, Minnesota",27113,Minnesota
1373,"Pine County, Minnesota",27115,Minnesota
1374,"Pipestone County, Minnesota",27117,Minnesota
1375,"Polk County, Minnesota",27119,Minnesota
1376,"Pope County, Minnesota",27121,Minnesota
1377,"Ramsey County, Minnesota",27123,Minnesota
1378,"Red Lake County, Minnesota",27125,Minnesota
1379,"Redwood County, Minnesota",27127,Minnesota
1380,"Renville County, Minnesota",27129,Minnesota
1381,"Rice County, Minnesota",27131,Minnesota
1382,"Rock County, Minnesota",27133,Minnesota
1383,"Roseau County, Minnesota",27135,Minnesota
1384,"St. Louis County, Minnesota",27137,Minnesota
1385,"Scott County, Minnesota",27139,Minnesota
1386,"Sherburne County, Minnesota",27141,Minnesota
1387,"Sibley County, Minnesota",27143,Minnesota
1388,"Stearns County, Minnesota",27145,Minnesota
1389,"Steele County, Minnesota",27147,Minnesota
1390,"Stevens County, Minnesota",27149,Minnesota
1391,"Swift County, Minnesota",27151,Minnesota
1392,"Todd County, Minnesota",27153,Minnesota
1393,"Traverse County, Minnesota",27155,Minnesota
1394,"Wabasha County, Minnesota",27157,Minnesota
1395,"Wadena County, Minnesota",27159,Minnesota
1396,"Waseca County, Minnesota",27161,Minnesota
1397,"Washington County, Minnesota",27163,Minnesota
1398,"Watonwan County, Minnesota",27165,Minnesota
1399,"Wilkin County, Minnesota",27167,Minnesota
1400,"Winona County, Minnesota",27169,Minnesota
1401,"Wright County, Minnesota",27171,Minnesota
1402,"Yellow Medicine County, Minnesota",27173,Minnesota
1403,"Adams County, Mississippi",28001,Mississippi
1404,"Alcorn County, Mississippi",28003,Mississippi
1405,"Amite County, Mississippi",28005,Mississippi
1406,"Attala County, Mississippi",28007,Mississippi
1407,"Benton County, Mississippi",28009,Mississippi
1408,"Bolivar County, Mississippi",28011,Mississippi
1409,"Calhoun County, Mississippi",28013,Mississippi
1410,"Carroll County, Mississippi",28015,Mississippi
1411,"Chickasaw County, Mississippi",28017,Mississippi
1412,"Choctaw County, Mississippi",28019,Mississippi
1413,"Claiborne County, Mississippi",28021,Mississippi
1414,"Clarke County, Mississippi",28023,Mississippi
1415,"Clay County, Mississippi",28025,Mississippi
1416,"Coahoma County, Mississippi",28027,Mississippi
1417,"Copiah County, Mississippi",28029,Mississippi
1418,"Covington County, Mississippi",28031,Mississippi
1419,"DeSoto County, Mississippi",28033,Mississippi
1420,"Forrest County, Mississippi",28035,Mississippi
1421,"Franklin County, Mississippi",28037,Mississippi
1422,"George County, Mississippi",28039,Mississippi
1423,"Greene County, Mississippi",28041,Mississippi
1424,"Grenada County, Mississippi",28043,Mississippi
1425,"Hancock County, Mississippi",28045,Mississippi
1426,"Harrison County, Mississippi",28047,Mississippi
1427,"Hinds County, Mississippi",28049,Mississippi
1428,"Holmes County, Mississippi",28051,Mississippi
1429,"Humphreys County, Mississippi",28053,Mississippi
1430,"Issaquena County, Mississippi",28055,Mississippi
1431,"Itawamba County, Mississippi",28057,Mississippi
1432,"Jackson County, Mississippi",28059,Mississippi
1433,"Jasper County, Mississippi",28061,Mississippi
1434,"Jefferson County, Mississippi",28063,Mississippi
1435,"Jefferson Davis County, Mississippi",28065,Mississippi
1436,"Jones County, Mississippi",28067,Mississippi
1437,"Kemper County, Mississippi",28069,Mississippi
1438,"Lafayette County, Mississippi",28071,Mississippi
1439,"Lamar County, Mississippi",28073,Mississippi
1440,"Lauderdale County, Mississippi",28075,Mississippi
1441,"Lawrence County, Mississippi",28077,Mississippi
1442,"Leake County, Mississippi",28079,Mississippi
1443,"Lee County, Mississippi",28081,Mississippi
1444,"Leflore County, Mississippi",28083,Mississippi
1445,"Lincoln County, Mississippi",28085,Mississippi
1446,"Lowndes County, Mississippi",28087,Mississippi
1447,"Madison County, Mississippi",28089,Mississippi
1448,"Marion County, Mississippi",28091,Mississippi
1449,"Marshall County, Mississippi",28093,Mississippi
1450,"Monroe County, Mississippi",28095,Mississippi
1451,"Montgomery County, Mississippi",28097,Mississippi
1452,"Neshoba County, Mississippi",28099,Mississippi
1453,"Newton County, Mississippi",28101,Mississippi
1454,"Noxubee County, Mississippi",28103,Mississippi
1455,"Oktibbeha County, Mississippi",28105,Mississippi
1456,"Panola County, Mississippi",28107,Mississippi
1457,"Pearl River County, Mississippi",28109,Mississippi
1458,"Perry County, Mississippi",28111,Mississippi
1459,"Pike County, Mississippi",28113,Mississippi
1460,"Pontotoc County, Mississippi",28115,Mississippi
1461,"Prentiss County, Mississippi",28117,Mississippi
1462,"Quitman County, Mississippi",28119,Mississippi
1463,"Rankin County, Mississippi",28121,Mississippi
1464,"Scott County, Mississippi",28123,Mississippi
1465,"Sharkey County, Mississippi",28125,Mississippi
1466,"Simpson County, Mississippi",28127,Mississippi
1467,"Smith County, Mississippi",28129,Mississippi
1468,"Stone County, Mississippi",28131,Mississippi
1469,"Sunflower County, Mississippi",28133,Mississippi
1470,"Tallahatchie County, Mississippi",28135,Mississippi
1471,"Tate County, Mississippi",28137,Mississippi
1472,"Tippah County, Mississippi",28139,Mississippi
1473,"Tishomingo County, Mississippi",28141,Mississippi
1474,"Tunica County, Mississippi",28143,Mississippi
1475,"Union County, Mississippi",28145,Mississippi
1476,"Walthall County, Mississippi",28147,Mississippi
1477,"Warren County, Mississippi",28149,Mississippi
1478,"Washington County, Mississippi",28151,Mississippi
1479,"Wayne County, Mississippi",28153,Mississippi
1480,"Webster County, Mississippi",28155,Mississippi
1481,"Wilkinson County, Mississippi",28157,Mississippi
1482,"Winston County, Mississippi",28159,Mississippi
1483,"Yalobusha County, Mississippi",28161,Mississippi
1484,"Yazoo County, Mississippi",28163,Mississippi
1485,"Adair County, Missouri",29001,Missouri
1486,"Andrew County, Missouri",29003,Missouri
1487,"Atchison County, Missouri",29005,Missouri
1488,"Audrain County, Missouri",29007,Missouri
1489,"Barry County, Missouri",29009,Missouri
1490,"Barton County, Missouri",29011,Missouri
1491,"Bates County, Missouri",29013,Missouri
1492,"Benton County, Missouri",29015,Missouri
1493,"Bollinger County, Missouri",29017,Missouri
1494,"Boone County, Missouri",29019,Missouri
1495,"Buchanan County, Missouri",29021,Missouri
1496,"Butler County, Missouri",29023,Missouri
1497,"Caldwell County, Missouri",29025,Missouri
1498,"Callaway County, Missouri",29027,Missouri
1499,"Camden County, Missouri",29029,Missouri
1500,"Cape Girardeau County, Missouri",29031,Missouri
1501,"Carroll County, Missouri",29033,Missouri
1502,"Carter County, Missouri",29035,Missouri
1503,"Cass County, Missouri",29037,Missouri
1504,"Cedar County, Missouri",29039,Missouri
1505,"Chariton County, Missouri",29041,Missouri
1506,"Christian County, Missouri",29043,Missouri
1507,"Clark County, Missouri",29045,Missouri
1508,"Clay County, Missouri",29047,Missouri
1509,"Clinton County, Missouri",29049,Missouri
1510,"Cole County, Missouri",29051,Missouri
1511,"Cooper County, Missouri",29053,Missouri
1512,"Crawford County, Missouri",29055,Missouri
1513,"Dade County, Missouri",29057,Missouri
1514,"Dallas County, Missouri",29059,Missouri
1515,"Daviess County, Missouri",29061,Missouri
1516,"DeKalb County, Missouri",29063,Missouri
1517,"Dent County, Missouri",29065,Missouri
1518,"Douglas County, Missouri",29067,Missouri
1519,"Dunklin County, Missouri",29069,Missouri
1520,"Franklin County, Missouri",29071,Missouri
1521,"Gasconade County, Missouri",29073,Missouri
1522,"Gentry County, Missouri",29075,Missouri
1523,"Greene County, Missouri",29077,Missouri
1524,"Grundy County, Missouri",29079,Missouri
1525,"Harrison County, Missouri",29081,Missouri
1526,"Henry County, Missouri",29083,Missouri
1527,"Hickory County, Missouri",29085,Missouri
1528,"Holt County, Missouri",29087,Missouri
1529,"Howard County, Missouri",29089,Missouri
1530,"Howell County, Missouri",29091,Missouri
1531,"Iron County, Missouri",29093,Missouri
1532,"Jackson County, Missouri",29095,Missouri
1533,"Jasper County, Missouri",29097,Missouri
1534,"Jefferson County, Missouri",29099,Missouri
1535,"Johnson County, Missouri",29101,Missouri
1536,"Knox County, Missouri",29103,Missouri
1537,"Laclede County, Missouri",29105,Missouri
1538,"Lafayette County, Missouri",29107,Missouri
1539,"Lawrence County, Missouri",29109,Missouri
1540,"Lewis County, Missouri",29111,Missouri
1541,"Lincoln County, Missouri",29113,Missouri
1542,"Linn County, Missouri",29115,Missouri
1543,"Livingston County, Missouri",29117,Missouri
1544,"McDonald County, Missouri",29119,Missouri
1545,"Macon County, Missouri",29121,Missouri
1546,"Madison County, Missouri",29123,Missouri
1547,"Maries County, Missouri",29125,Missouri
1548,"Marion County, Missouri",29127,Missouri
1549,"Mercer County, Missouri",29129,Missouri
1550,"Miller County, Missouri",29131,Missouri
1551,"Mississippi County, Missouri",29133,Missouri
1552,"Moniteau County, Missouri",29135,Missouri
1553,"Monroe County, Missouri",29137,Missouri
1554,"Montgomery County, Missouri",29139,Missouri
1555,"Morgan County, Missouri",29141,Missouri
1556,"New Madrid County, Missouri",29143,Missouri
1557,"Newton County, Missouri",29145,Missouri
1558,"Nodaway County, Missouri",29147,Missouri
1559,"Oregon County, Missouri",29149,Missouri
1560,"Osage County, Missouri",29151,Missouri
1561,"Ozark County, Missouri",29153,Missouri
1562,"Pemiscot County, Missouri",29155,Missouri
1563,"Perry County, Missouri",29157,Missouri
1564,"Pettis County, Missouri",29159,Missouri
1565,"Phelps County, Missouri",29161,Missouri
1566,"Pike County, Missouri",29163,Missouri
1567,"Platte County, Missouri",29165,Missouri
1568,"Polk County, Missouri",29167,Missouri
1569,"Pulaski County, Missouri",29169,Missouri
1570,"Putnam County, Missouri",29171,Missouri
1571,"Ralls County, Missouri",29173,Missouri
1572,"Randolph County, Missouri",29175,Missouri
1573,"Ray County, Missouri",29177,Missouri
1574,"Reynolds County, Missouri",29179,Missouri
1575,"Ripley County, Missouri",29181,Missouri
1576,"St. Charles County, Missouri",29183,Missouri
1577,"St. Clair County, Missouri",29185,Missouri
1578,"Ste. Genevieve County, Missouri",29186,Missouri
1579,"St. Francois County, Missouri",29187,Missouri
1580,"St. Louis County, Missouri",29189,Missouri
1581,"Saline County, Missouri",29195,Missouri
1582,"Schuyler County, Missouri",29197,Missouri
1583,"Scotland County, Missouri",29199,Missouri
1584,"Scott County, Missouri",29201,Missouri
1585,"Shannon County, Missouri",29203,Missouri
1586,"Shelby County, Missouri",29205,Missouri
1587,"Stoddard County, Missouri",29207,Missouri
1588,"Stone County, Missouri",29209,Missouri
1589,"Sullivan County, Missouri",29211,Missouri
1590,"Taney County, Missouri",29213,Missouri
1591,"Texas County, Missouri",29215,Missouri
1592,"Vernon County, Missouri",29217,Missouri
1593,"Warren County, Missouri",29219,Missouri
1594,"Washington County, Missouri",29221,Missouri
1595,"Wayne County, Missouri",29223,Missouri
1596,"Webster County, Missouri",29225,Missouri
1597,"Worth County, Missouri",29227,Missouri
1598,"Wright County, Missouri",29229,Missouri
1599,"St. Louis city, Missouri",29510,Missouri
1600,"Beaverhead County, Montana",30001,Montana
1601,"Big Horn County, Montana",30003,Montana
1602,"Blaine County, Montana",30005,Montana
1603,"Broadwater County, Montana",30007,Montana
1604,"Carbon County, Montana",30009,Montana
1605,"Carter County, Montana",30011,Montana
1606,"Cascade County, Montana",30013,Montana
1607,"Chouteau County, Montana",30015,Montana
1608,"Custer County, Montana",30017,Montana
1609,"Daniels County, Montana",30019,Montana
1610,"Dawson County, Montana",30021,Montana
1611,"Deer Lodge County, Montana",30023,Montana
1612,"Fallon County, Montana",30025,Montana
1613,"Fergus County, Montana",30027,Montana
1614,"Flathead County, Montana",30029,Montana
1615,"Gallatin County, Montana",30031,Montana
1616,"Garfield County, Montana",30033,Montana
1617,"Glacier County, Montana",30035,Montana
1618,"Golden Valley County, Montana",30037,Montana
1619,"Granite County, Montana",30039,Montana
1620,"Hill County, Montana",30041,Montana
1621,"Jefferson County, Montana",30043,Montana
1622,"Judith Basin County, Montana",30045,Montana
1623,"Lake County, Montana",30047,Montana
1624,"Lewis and Clark County, Montana",30049,Montana
1625,"Liberty County, Montana",30051,Montana
1626,"Lincoln County, Montana",30053,Montana
1627,"McCone County, Montana",30055,Montana
1628,"Madison County, Montana",30057,Montana
1629,"Meagher County, Montana",30059,Montana
1630,"Mineral County, Montana",30061,Montana
1631,"Missoula County, Montana",30063,Montana
1632,"Musselshell County, Montana",30065,Montana
1633,"Park County, Montana",30067,Montana
1634,"Petroleum County, Montana",30069,Montana
1635,"Phillips County, Montana",30071,Montana
1636,"Pondera County, Montana",30073,Montana
1637,"Powder River County, Montana",30075,Montana
1638,"Powell County, Montana",30077,Montana
1639,"Prairie County, Montana",30079,Montana
1640,"Ravalli County, Montana",30081,Montana
1641,"Richland County, Montana",30083,Montana
1642,"Roosevelt County, Montana",30085,Montana
1643,"Rosebud County, Montana",30087,Montana
1644,"Sanders County, Montana",30089,Montana
1645,"Sheridan County, Montana",30091,Montana
1646,"Silver Bow County, Montana",30093,Montana
1647,"Stillwater County, Montana",30095,Montana
1648,"Sweet Grass County, Montana",30097,Montana
1649,"Teton County, Montana",30099,Montana
1650,"Toole County, Montana",30101,Montana
1651,"Treasure County, Montana",30103,Montana
1652,"Valley County, Montana",30105,Montana
1653,"Wheatland County, Montana",30107,Montana
1654,"Wibaux County, Montana",30109,Montana
1655,"Yellowstone County, Montana",30111,Montana
1656,"Adams County, Nebraska",31001,Nebraska
1657,"Antelope County, Nebraska",31003,Nebraska
1658,"Arthur County, Nebraska",31005,Nebraska
1659,"Banner County, Nebraska",31007,Nebraska
1660,"Blaine County, Nebraska",31009,Nebraska
1661,"Boone County, Nebraska",31011,Nebraska
1662,"Box Butte County, Nebraska",31013,Nebraska
1663,"Boyd County, Nebraska",31015,Nebraska
1664,"Brown County, Nebraska",31017,Nebraska
1665,"Buffalo County, Nebraska",31019,Nebraska
1666,"Burt County, Nebraska",31021,Nebraska
1667,"Butler County, Nebraska",31023,Nebraska
1668,"Cass County, Nebraska",31025,Nebraska
1669,"Cedar County, Nebraska",31027,Nebraska
1670,"Chase County, Nebraska",31029,Nebraska
1671,"Cherry County, Nebraska",31031,Nebraska
1672,"Cheyenne County, Nebraska",31033,Nebraska
1673,"Clay County, Nebraska",31035,Nebraska
1674,"Colfax County, Nebraska",31037,Nebraska
1675,"Cuming County, Nebraska",31039,Nebraska
1676,"Custer County, Nebraska",31041,Nebraska
1677,"Dakota County, Nebraska",31043,Nebraska
1678,"Dawes County, Nebraska",31045,Nebraska
1679,"Dawson County, Nebraska",31047,Nebraska
1680,"Deuel County, Nebraska",31049,Nebraska
1681,"Dixon County, Nebraska",31051,Nebraska
1682,"Dodge County, Nebraska",31053,Nebraska
1683,"Douglas County, Nebraska",31055,Nebraska
1684,"Dundy County, Nebraska",31057,Nebraska
1685,"Fillmore County, Nebraska",31059,Nebraska
1686,"Franklin County, Nebraska",31061,Nebraska
1687,"Frontier County, Nebraska",31063,Nebraska
1688,"Furnas County, Nebraska",31065,Nebraska
1689,"Gage County, Nebraska",31067,Nebraska
1690,"Garden County, Nebraska",31069,Nebraska
1691,"Garfield County, Nebraska",31071,Nebraska
1692,"Gosper County, Nebraska",31073,Nebraska
1693,"Grant County, Nebraska",31075,Nebraska
1694,"Greeley County, Nebraska",31077,Nebraska
1695,"Hall County, Nebraska",31079,Nebraska
1696,"Hamilton County, Nebraska",31081,Nebraska
1697,"Harlan County, Nebraska",31083,Nebraska
1698,"Hayes County, Nebraska",31085,Nebraska
1699,"Hitchcock County, Nebraska",31087,Nebraska
1700,"Holt County, Nebraska",31089,Nebraska
1701,"Hooker County, Nebraska",31091,Nebraska
1702,"Howard County, Nebraska",31093,Nebraska
1703,"Jefferson County, Nebraska",31095,Nebraska
1704,"Johnson County, Nebraska",31097,Nebraska
1705,"Kearney County, Nebraska",31099,Nebraska
1706,"Keith County, Nebraska",31101,Nebraska
1707,"Keya Paha County, Nebraska",31103,Nebraska
1708,"Kimball County, Nebraska",31105,Nebraska
1709,"Knox County, Nebraska",31107,Nebraska
1710,"Lancaster County, Nebraska",31109,Nebraska
1711,"Lincoln County, Nebraska",31111,Nebraska
1712,"Logan County, Nebraska",31113,Nebraska
1713,"Loup County, Nebraska",31115,Nebraska
1714,"McPherson County, Nebraska",31117,Nebraska
1715,"Madison County, Nebraska",31119,Nebraska
1716,"Merrick County, Nebraska",31121,Nebraska
1717,"Morrill County, Nebraska",31123,Nebraska
1718,"Nance County, Nebraska",31125,Nebraska
1719,"Nemaha County, Nebraska",31127,Nebraska
1720,"Nuckolls County, Nebraska",31129,Nebraska
1721,"Otoe County, Nebraska",31131,Nebraska
1722,"Pawnee County, Nebraska",31133,Nebraska
1723,"Perkins County, Nebraska",31135,Nebraska
1724,"Phelps County, Nebraska",31137,Nebraska
1725,"Pierce County, Nebraska",31139,Nebraska
1726,"Platte County, Nebraska",31141,Nebraska
1727,"Polk County, Nebraska",31143,Nebraska
1728,"Red Willow County, Nebraska",31145,Nebraska
1729,"Richardson County, Nebraska",31147,Nebraska
1730,"Rock County, Nebraska",31149,Nebraska
1731,"Saline County, Nebraska",31151,Nebraska
1732,"Sarpy County, Nebraska",31153,Nebraska
1733,"Saunders County, Nebraska",31155,Nebraska
1734,"Scotts Bluff County, Nebraska",31157,Nebraska
1735,"Seward County, Nebraska",31159,Nebraska
1736,"Sheridan County, Nebraska",31161,Nebraska
1737,"Sherman County, Nebraska",31163,Nebraska
1738,"Sioux County, Nebraska",31165,Nebraska
1739,"Stanton County, Nebraska",31167,Nebraska
1740,"Thayer County, Nebraska",31169,Nebraska
1741,"Thomas County, Nebraska",31171,Nebraska
1742,"Thurston County, Nebraska",31173,Nebraska
1743,"Valley County, Nebraska",31175,Nebraska
1744,"Washington County, Nebraska",31177,Nebraska
1745,"Wayne County, Nebraska",31179,Nebraska
1746,"Webster County, Nebraska",31181,Nebraska
1747,"Wheeler County, Nebraska",31183,Nebraska
1748,"York County, Nebraska",31185,Nebraska
1749,"Churchill County, Nevada",32001,Nevada
1750,"Clark County, Nevada",32003,Nevada
1751,"Douglas County, Nevada",32005,Nevada
1752,"Elko County, Nevada",32007,Nevada
1753,"Esmeralda County, Nevada",32009,Nevada
1754,"Eureka County, Nevada",32011,Nevada
1755,"Humboldt County, Nevada",32013,Nevada
1756,"Lander County, Nevada",32015,Nevada
1757,"Lincoln County, Nevada",32017,Nevada
1758,"Lyon County, Nevada",32019,Nevada
1759,"Mineral County, Nevada",32021,Nevada
1760,"Nye County, Nevada",32023,Nevada
1761,"Pershing County, Nevada",32027,Nevada
1762,"Storey County, Nevada",32029,Nevada
1763,"Washoe County, Nevada",32031,Nevada
1764,"White Pine County, Nevada",32033,Nevada
1765,"Carson City, Nevada",32510,Nevada
1766,"Belknap County, New Hampshire",33001,New Hampshire
1767,"Carroll County, New Hampshire",33003,New Hampshire
1768,"Cheshire County, New Hampshire",33005,New Hampshire
1769,"Coos County, New Hampshire",33007,New Hampshire
1770,"Grafton County, New Hampshire",33009,New Hampshire
1771,"Hillsborough County, New Hampshire",33011,New Hampshire
1772,"Merrimack County, New Hampshire",33013,New Hampshire
1773,"Rockingham County, New Hampshire",33015,New Hampshire
1774,"Strafford County, New Hampshire",33017,New Hampshire
1775,"Sullivan County, New Hampshire",33019,New Hampshire
1776,"Atlantic County, New Jersey",34001,New Jersey
1777,"Bergen County, New Jersey",34003,New Jersey
1778,"Burlington County, New Jersey",34005,New Jersey
1779,"Camden County, New Jersey",34007,New Jersey
1780,"Cape May County, New Jersey",34009,New Jersey
1781,"Cumberland County, New Jersey",34011,New Jersey
1782,"Essex County, New Jersey",34013,New Jersey
1783,"Gloucester County, New Jersey",34015,New Jersey
1784,"Hudson County, New Jersey",34017,New Jersey
1785,"Hunterdon County, New Jersey",34019,New Jersey
1786,"Mercer County, New Jersey",34021,New Jersey
1787,"Middlesex County, New Jersey",34023,New Jersey
1788,"Monmouth County, New Jersey",34025,New Jersey
1789,"Morris County, New Jersey",34027,New Jersey
1790,"Ocean County, New Jersey",34029,New Jersey
1791,"Passaic County, New Jersey",34031,New Jersey
1792,"Salem County, New Jersey",34033,New Jersey
1793,"Somerset County, New Jersey",34035,New Jersey
1794,"Sussex County, New Jersey",34037,New Jersey
1795,"Union County, New Jersey",34039,New Jersey
1796,"Warren County, New Jersey",34041,New Jersey
1797,"Bernalillo County, New Mexico",35001,New Mexico
1798,"Catron County, New Mexico",35003,New Mexico
1799,"Chaves County, New Mexico",35005,New Mexico
1800,"Cibola County, New Mexico",35006,New Mexico
1801,"Colfax County, New Mexico",35007,New Mexico
1802,"Curry County, New Mexico",35009,New Mexico
1803,"De Baca County, New Mexico",35011,New Mexico
1804,"Doña Ana County, New Mexico",35013,New Mexico
1805,"Eddy County, New Mexico",35015,New Mexico
1806,"Grant County, New Mexico",35017,New Mexico
1807,"Guadalupe County, New Mexico",35019,New Mexico
1808,"Harding County, New Mexico",35021,New Mexico
1809,"Hidalgo County, New Mexico",35023,New Mexico
1810,"Lea County, New Mexico",35025,New Mexico
1811,"Lincoln County, New Mexico",35027,New Mexico
1812,"Los Alamos County, New Mexico",35028,New Mexico
1813,"Luna County, New Mexico",35029,New Mexico
1814,"McKinley County, New Mexico",35031,New Mexico
1815,"Mora County, New Mexico",35033,New Mexico
1816,"Otero County, New Mexico",35035,New Mexico
